"ID";"Name";"Type";"Picture";"Description";"Semantics";"global_id";
"24";"Флаг муниципального округа Солнцево в городе Москве";"Флаг";"a9072a0e-022f-4aa8-82f5-e9c10bdbefa3";"Прямоугольное двухстороннее полотнище красного и жёлтого цвета с отношением ширины к длине 2:3, несущее в середине полотнища фигуры из герба муниципального округа Солнцево, выполненные красным и жёлтым цветом.";"Два червлёно-золотых солнца отражают название муниципального округа Солнцево и являются гласными символами. Топоним «Солнцево» возник при образовании в августесентябре 1938 года дачного поселка в юго-западной части Московской области. По одной из версий, поселок был так назван в связи с установившейся в те дни жаркой, солнечной погодой. Затем это название унаследовали поселок городского типа (1969 г.), город областного подчинения (1971 г.), район города Москвы (1984 г.), муниципальный округ в Западном административном округе (1991 г.), затем район города Москвы (1995 г.), муниципальное образование Солнцево (2003 г.), а с 15 октября 2003 года – муниципальный округ Солнцево";"881461678";
"25";"Герб муниципального округа Печатники в городе Москве";"Герб";"ad37e0b2-889f-417d-8560-39fb010d67da";"В золотом поле под чёрной главой, обремененной серебряной раскрытой книгой в золотом переплёте с застёжками - черный восстающий кентавр, стреляющий серебряной стрелой из червлёного лука.";"Книга, как произведение печатного дела, полугласно отражает название муниципального округа Печатники. Книга - аллегорически указывает на многие учебные светские и духовные заведения, расположенные на территории муниципального округа Печатники, в том числе на Перервинскую (Платоновскую) Православную духовную семинарию. Кентавр (персонаж древнегреческой мифологии, являющий собой разум, умение и мастерство человека в единстве с мощью природных сил, стремящийся к познанию неведомого и преодолению преград) аллегорически символизирует промышленный потенциал муниципального округа Печатники. Стреляющий из лука кентавр (по астрологической символике соответствует знаку зодиака Стрельцу), символ целеустремленности муниципального округа Печатники в будущее, энергичности. Стрела - символ устремленности, полета. Золото - символ высшей ценности, величия, богатства. Серебро - символ чистоты, открытости, божественной мудрости, примирения. Червлень (красный цвет) - символ труда, мужества, жизнеутверждающей силы, красоты и праздника. Черный цвет символизирует монашество и духовенство, а также культовые объекты, расположенные на территории муниципального округа Печатники, среди которых выделяется Николо-Перервинский монастырь. Черный цвет также символ благоразумия, мудрости, скромности, честности";"881461804";
"26";"Флаг муниципального округа Печатники в городе Москве";"Флаг";"396f220e-7dac-41bd-9164-89ec93bc8361";"Прямоугольное двухстороннее полотнище с отношением ширины к длине 2:3, составленное из двух горизонтальных полос чёрного и жёлтого цвета. В центре каждой полосы воспроизведены фигуры герба муниципального округа Печатники выполненные белым, серым, чёрным, красным, жёлтым и оранжевым цветом.";"Книга, как произведение печатного дела, полугласно отражает название муниципального округа Печатники. Книга - аллегорически указывает на многие учебные светские и духовные заведения, расположенные на территории муниципального округа Печатники, в том числе на Перервинскую (Платоновскую) Православную духовную семинарию. Кентавр (персонаж древнегреческой мифологии, являющий собой разум, умение и мастерство человека в единстве с мощью природных сил, стремящийся к познанию неведомого и преодолению преград) аллегорически символизирует промышленный потенциал муниципального округа Печатники. Стреляющий из лука кентавр (по астрологической символике соответствует знаку зодиака Стрельцу), символ целеустремленности муниципального округа Печатники в будущее, энергичности. Стрела - символ устремленности, полета. Золото - символ высшей ценности, величия, богатства. Серебро - символ чистоты, открытости, божественной мудрости, примирения. Червлень (красный цвет) - символ труда, мужества, жизнеутверждающей силы, красоты и праздника. Черный цвет символизирует монашество и духовенство, а также культовые объекты, расположенные на территории муниципального округа Печатники, среди которых выделяется Николо-Перервинский монастырь. Черный цвет также символ благоразумия, мудрости, скромности, честности.";"881462252";
"27";"Герб поселения Филимонковское в городе Москве";"Герб";"4c7fb0e2-da80-4f88-82f5-8ca812019c3a";"В лазоревом поле золотая, с черной жемчужиной, раскрытая двустворчатая раковина.";"Герб поселения Филимонковское языком аллегорий и символов отражает историю этого поселения. История поселения Филимонковское неразрывно связана с историей возникновения на ее территории известных усадеб. В ХVIII - ХIХ в вблизи будущего г. Видное по проектам лучших архитекторов создаются дворянские усадьбы такие, как Валуево, Филимонки. Село Валуево (ныне - поселок Валуево) основанное в первой половине XVII века дьяком Г. Л. Валуевым известно усадьбой графа Мусина - Пушкина. В усадьбе Валуево бывал А. С. Пушкин. В усадьбе расположены пейзажный липовый парк с каскадом прудов конца XVIII века на берегу реки Ликовы; «Охотничий домик» рубежа XVIII - XIX веков, обновленный в 1880 годов; два грота. Золотая раковина в гербе поселения, своим контуром напоминает вход в один из гротов усадьбы Валуево. Усадьба в Филимонках, что расположена в 3 км от усадьбы в Валуево, основана в начале XVIII века, по-видимому, князем П. А. Голицыным. Затем эта усадьба перешла к князьям Святополк-Четвертинским. В Троицкой церкви этого села (ныне деревня) находятся захоронения этого рода. Прекрасная природа, великолепные постройки по проектам известных архитекторов (П. К. Козиха, А. А. Лаптева и др.) сделали эти места жемчужиной (что отражено в гербе поселения) не только Ленинского района, но и всего Подмосковья. В настоящее время здесь работают многочисленные санатории и дома отдыха. Раковина в геральдике - символ паломничества, символ обновления, крещения. Во многих странах раковина представляется как атрибут богини любви. Отдыхающие в этих местах получают мощный заряд духовного и физического обновления, заряд любви к этим прекрасным местам и их людям. Жемчужина - символ возвышенности, богатства, здоровья, веры, тайного знания, посвящения. Круглая форма жемчужины символизирует совершенство. Черная жемчужина - редкий по красоте драгоценный камень, многократно усиливает символику красоты Филимонковских земель. Лазурь - символ чести, благородства, духовности и возвышенных устремлений. Золото - символ высшей ценности, величия, великодушия, богатства, урожая. Черный цвет символизирует благоразумие, мудрость, скромность, честность.";"881462538";
"28";"Флаг поселения Филимонковское в городе Москве";"Флаг";"1a52d8f9-7fcc-443f-a8e0-69ec114de0ae";"Прямоугольное голубое полотнище с соотношением ширины к длине 2:3, несущее в середине изображение фигур из герба поселения: черную жемчужину, лежащую в открытой желто-оранжевой раковине";"Герб поселения Филимонковское языком аллегорий и символов отражает историю этого поселения. История поселения Филимонковское неразрывно связана с историей возникновения на ее территории известных усадеб. В ХVIII - ХIХ в вблизи будущего г. Видное по проектам лучших архитекторов создаются дворянские усадьбы такие, как Валуево, Филимонки. Село Валуево (ныне - поселок Валуево) основанное в первой половине XVII века дьяком Г. Л. Валуевым известно усадьбой графа Мусина - Пушкина. В усадьбе Валуево бывал А. С. Пушкин. В усадьбе расположены пейзажный липовый парк с каскадом прудов конца XVIII века на берегу реки Ликовы; «Охотничий домик» рубежа XVIII - XIX веков, обновленный в 1880 годов; два грота. Золотая раковина в гербе поселения, своим контуром напоминает вход в один из гротов усадьбы Валуево. Усадьба в Филимонках, что расположена в 3 км от усадьбы в Валуево, основана в начале XVIII века, по-видимому, князем П. А. Голицыным. Затем эта усадьба перешла к князьям Святополк-Четвертинским. В Троицкой церкви этого села (ныне деревня) находятся захоронения этого рода. Прекрасная природа, великолепные постройки по проектам известных архитекторов (П. К. Козиха, А. А. Лаптева и др.) сделали эти места жемчужиной (что отражено в гербе поселения) не только Ленинского района, но и всего Подмосковья. В настоящее время здесь работают многочисленные санатории и дома отдыха. Раковина в геральдике - символ паломничества, символ обновления, крещения. Во многих странах раковина представляется как атрибут богини любви. Отдыхающие в этих местах получают мощный заряд духовного и физического обновления, заряд любви к этим прекрасным местам и их людям. Жемчужина - символ возвышенности, богатства, здоровья, веры, тайного знания, посвящения. Круглая форма жемчужины символизирует совершенство. Черная жемчужина - редкий по красоте драгоценный камень, многократно усиливает символику красоты Филимонковских земель. Лазурь - символ чести, благородства, духовности и возвышенных устремлений. Золото - символ высшей ценности, величия, великодушия, богатства, урожая. Черный цвет символизирует благоразумие, мудрость, скромность, честность";"881462574";
"29";"Герб поселения Новофедоровское в городе Москве";"Герб";"46e9bdb9-b6f1-450f-b706-9cfc9b9446d1";"В зеленом поле серебряная волнистая перевязь и поверх нее архангел Михаил в золотых одеждах и доспехах, держащий в правой руке пылающий меч, а в левой - тарч (круглый щит) того же металла.";"Поселение Новофедоровское располагалось на древней земле Подмосковья (ныне Москва). Здесь издавна жили люди, которые созидали, защищали и приумножали славу Российского государства. Об этом говорит композиция герба. Фигура Архангела Михаила символизирует духовное наследие, оберегаемое местными жителями. На территории поселения находится известная в нашей стране и за ее пределами Зосимова Троице-Одигитревская пустынь. Основанная в 1826 году старцем преподобным Зосимой, она стала одним из центров духовности и культуры, а сейчас является и памятником церковной монастырской архитектуры. Сейчас монастырь возрожден; найден и обустроен колодец-источник, созданный преподобным Зосимой и известный еще в XIX столетии чудесами исцеления. Во второй половине XVII столетия в деревне Белоусово был построен храм, освященный в честь Михаила Архангела и ставший местной почитаемой святыней. Архангел Михаил в христианской культуре всегда олицетворял смелость, мужество, решительность в борьбе за веру, воина - защитника земли. Символика серебряной перевязи в гербе сельского поселения многозначна: - это шоссе Москва-Киев, композиция герба поселения перекликается с гербом Киева, где также изображен архангел Михаил; - река Пахра, протекающая по территории поселения; - перевязь-дорога это также символ жизненного пути человека. Золото - символ солнечного света, богатства, стабильности, тепла, уважения. Серебро - символ чистоты, совершенства, мира и взаимопонимания. Зеленый цвет - символ здоровья, молодости, жизненных сил и роста.";"881464349";
"30";"Флаг поселения Новофедоровское в городе Москве";"Флаг";"acf4ac30-ebb1-488a-9b25-888c8a3cc746";"Прямоугольное зеленое полотнище с отношением ширины к длине 2:3 воспроизводящее фигуры герба: белую диагональную нисходящую от древка волнистую полосу и поверх нее в середине полотнища изображение Архангела Михаила, выполненное желтым, оранжевым и телесным цветом.";"Поселение Новофедоровское располагалось на древней земле Подмосковья (ныне Москва). Здесь издавна жили люди, которые созидали, защищали и приумножали славу Российского государства. Об этом говорит композиция герба. Фигура Архангела Михаила символизирует духовное наследие, оберегаемое местными жителями. На территории поселения находится известная в нашей стране и за ее пределами Зосимова Троице-Одигитревская пустынь. Основанная в 1826 году старцем преподобным Зосимой, она стала одним из центров духовности и культуры, а сейчас является и памятником церковной монастырской архитектуры. Сейчас монастырь возрожден; найден и обустроен колодец-источник, созданный преподобным Зосимой и известный еще в XIX столетии чудесами исцеления. Во второй половине XVII столетия в деревне Белоусово был построен храм, освященный в честь Михаила Архангела и ставший местной почитаемой святыней. Архангел Михаил в христианской культуре всегда олицетворял смелость, мужество, решительность в борьбе за веру, воина - защитника земли. Символика серебряной перевязи в гербе сельского поселения многозначна: - это шоссе Москва-Киев, композиция герба поселения перекликается с гербом Киева, где также изображен архангел Михаил; - река Пахра, протекающая по территории поселения; - перевязь-дорога это также символ жизненного пути человека. Золото - символ солнечного света, богатства, стабильности, тепла, уважения. Серебро - символ чистоты, совершенства, мира и взаимопонимания. Зеленый цвет - символ здоровья, молодости, жизненных сил и роста";"881466227";
"31";"Герб поселения Михайлово-Ярцевское в городе Москве";"Герб";"3084dbbf-3b13-4446-a97a-32175eddd700";"В червленом (красном) поле сидящий на зеленом холме обращенный прямо золотой медведь, поднявший правую переднюю лапу, а левой опирающийся на исполинскую шишку, того же металла.";"Медведь - символ России, хозяин леса, символ силы, простодушия, уверенности и материнской заботы о потомстве. Шишка, как аллегория леса, символически указывает на название административного центра поселения - поселок Шишкин Лес. Образ медведя (Михайло-Потапыч) в сочетании с красным (ярким, ярым) полем герба - созвучны названию поселения (Михайлово-Ярцевское). Зеленый холм символически отражает рельеф местности поселения Михайлово-Ярцевское. Красный цвет - символ труда, мужества, жизнеутверждающей силы, красоты и праздника. Зеленый цвет символизирует весну, здоровье, природу, надежду. Золото - символ высшей ценности, величия, великодушия, богатства, урожая.";"881466254";
"32";"Флаг поселения Михайлово-Ярцевское в городе Москве";"Флаг";"d93b6de6-277c-41c2-8f33-930a94ac0a4f";"Прямоугольное красное полотнище с соотношением ширины к длине 2:3, несущее вдоль нижнего края зеленую выпуклую полосу и воспроизводящее в середине изображение сидящего желтого медведя, держащего желто-оранжевую исполинскую шишку (из герба поселения).";"Медведь - символ России, хозяин леса, символ силы, простодушия, уверенности и материнской заботы о потомстве. Шишка, как аллегория леса, символически указывает на название административного центра поселения - поселок Шишкин Лес. Образ медведя (Михайло-Потапыч) в сочетании с красным (ярким, ярым) полем герба - созвучны названию поселения (Михайлово-Ярцевское). Зеленый холм символически отражает рельеф местности поселения Михайлово-Ярцевское. Красный цвет - символ труда, мужества, жизнеутверждающей силы, красоты и праздника. Зеленый цвет символизирует весну, здоровье, природу, надежду. Золото - символ высшей ценности, величия, великодушия, богатства, урожая";"881466264";
"33";"Герб поселения Марушкинское в городе Москве";"Герб";"f24c38e1-1e6c-452d-b7b9-0fe41d83bc27";"Лазоревое и зелёное поле пересечено узким золотым поясом, изломанным в виде двух зубцов, обременённым четырьмя червлёными пятилучевыми звездами сообразно щиту и сопровождённым внизу ещё более узким серебряным волнистым поясом.";"Поселение Марушкинское объединяет в себе пятнадцать населённых пунктов. Золотым поясом, изломанным в форме литеры «М» - обозначена начальная буква в названии сельского поселения. Фигура представленная ломаным поясом, символически показывает монумент в деревне Крёкшино, поставленный в память о воинах, сражавшихся осенью 1941 года на линии обороны Москвы. Красные звёзды дополнят символику Великой Отечественной войны. Красный цвет - символ мужества, храбрости, силы, труда красоты и праздника. Серебряная волнистая полоса указывает на речку Незнайку, протекающую через поселение. Серебро - символ чистоты, совершенства, мира и взаимопонимания. Синий и зелёный цвета - основные цвета герба символизируют природные богатства Марушкинского сельского поселения. Зелёный цвет - символ природы, здоровья, молодости, жизненного роста. Синий цвет - символ воздушных просторов, чистого неба, а также чести благородства, возвышенных устремлений и духовности. Золото - символ богатства, урожая, стабильности, уважения и интеллекта.";"881466337";
"34";"Флаг поселения Марушкинское в городе Москве";"Флаг";"e3f9fec4-15e9-49bc-9bf4-e2258f6c3648";"Прямоугольное полотнище с соотношением сторон 2:3, воспроизводящее фигуры герба поселения Марушкинское, выполненные голубым, желтым, красным, зеленым и белым цветом.";"Поселение Марушкинское объединяет в себе пятнадцать населённых пунктов. Золотым поясом, изломанным в форме литеры «М» - обозначена начальная буква в названии сельского поселения. Фигура представленная ломаным поясом, символически показывает монумент в деревне Крёкшино, поставленный в память о воинах, сражавшихся осенью 1941 года на линии обороны Москвы. Красные звёзды дополнят символику Великой Отечественной войны. Красный цвет - символ мужества, храбрости, силы, труда красоты и праздника. Серебряная волнистая полоса указывает на речку Незнайку, протекающую через поселение. Серебро - символ чистоты, совершенства, мира и взаимопонимания. Синий и зелёный цвета - основные цвета герба символизируют природные богатства Марушкинского сельского поселения. Зелёный цвет - символ природы, здоровья, молодости, жизненного роста. Синий цвет - символ воздушных просторов, чистого неба, а также чести благородства, возвышенных устремлений и духовности. Золото - символ богатства, урожая, стабильности, уважения и интеллекта";"881466491";
"35";"Герб поселения Киевский в городе Москве";"Герб";"57fc50f4-67ce-4e35-a57b-094395b6be92";"В зеленом поле - четверочастно скошенная оконечность, в цвет поля и лазоревая; поверх деления оконечности - два молота накрест на длинных рукоятях; и поверх всего - стоящие на молотах два сообращенных и обернувшихся серебряных, с черными полосами на головах, бекаса, правый - с опущенным клювом, левый - с поднятым.";"Основой поселения Киевский является одноименный рабочий поселок, построенный для рабочих и служащих станции Бекасово-Сортировочная – крупнейшего железнодорожного узла не только в Подмосковье, но и в Европейской части России. Бекасы, стоящие на железнодорожных обходческих (путейных) молотках, гласно указывают на название станции Бекасово. Расположение фигур бекасов на гербе аллегорически показывает встречу и отправку железнодорожных составов: бекас с поднятым клювом – ожидание встречи, а бекас с опущенным клювом - грусть расставания. Положенные крест-накрест железнодорожные молотки символизируют труд работников станции Бекасово-Сортировочная. Перекрестье в гербе аллегорически показывает железнодорожные стрелки, разводящие в разные стороны железнодорожные пути от станции Бекасово-Сортировочная. Зеленый цвет поля щита – цвет, часто применяемый для покраски вагонов, локомотивов и др. железнодорожной техники (даже спортивное общество железнодорожников «Локомотив» также имеет на своем флаге зеленый цвет). Бекас, как болотная птица, в сочетании с лазурными клиньями герба – символизирует многочисленные небольшие озерца и болотца, расположенные среди лесов поселения. Зеленый цвет символизирует весну, здоровье, природу, надежду. Лазурь – символ возвышенных устремлений, искренности, преданности, возрождения. Золото – символ богатства, постоянства, творчества, уважения, великодушия. Серебро – символ чистоты, открытости, божественной мудрости, примирения.";"881466561";
"36";"Флаг поселения Киевский в городе Москве";"Флаг";"fa4814b8-9391-46d6-9f29-d2856daa52a0";"Прямоугольное двухстороннее зеленое полотнище (отношением ширины к длине 2:3) воспроизводящее два голубых равнобедренных треугольника, основания которых лежат на боковых краях вплотную к нижнему краю, со сходящимися остриями; поверх верхних граней треугольников - два перекрещенных молота на длинных рукоятях, на которых стоят два сообращенных и обернувшихся белых, с черными полосами на головах, бекаса, правый - с опущенным клювом, левый - с поднятым.";"Основой поселения Киевский является одноименный рабочий поселок, построенный для рабочих и служащих станции Бекасово-Сортировочная – крупнейшего железнодорожного узла не только в Подмосковье, но и в Европейской части России. Бекасы, стоящие на железнодорожных обходческих (путейных) молотках, гласно указывают на название станции Бекасово. Расположение фигур бекасов на гербе аллегорически показывает встречу и отправку железнодорожных составов: бекас с поднятым клювом – ожидание встречи, а бекас с опущенным клювом - грусть расставания. Положенные крест-накрест железнодорожные молотки символизируют труд работников станции Бекасово-Сортировочная. Перекрестье в гербе аллегорически показывает железнодорожные стрелки, разводящие в разные стороны железнодорожные пути от станции Бекасово-Сортировочная. Зеленый цвет поля щита – цвет, часто применяемый для покраски вагонов, локомотивов и др. железнодорожной техники (даже спортивное общество железнодорожников «Локомотив» также имеет на своем флаге зеленый цвет). Бекас, как болотная птица, в сочетании с лазурными клиньями герба – символизирует многочисленные небольшие озерца и болотца, расположенные среди лесов поселения. Зеленый цвет символизирует весну, здоровье, природу, надежду. Лазурь – символ возвышенных устремлений, искренности, преданности, возрождения. Золото – символ богатства, постоянства, творчества, уважения, великодушия. Серебро – символ чистоты, открытости, божественной мудрости, примирения";"881466616";
"37";"Герб поселения Внуковское в городе Москве";"Герб";"07174e62-d696-4ddd-b140-1fd47f807069";"В лазоревом поле вверху - серебряный с золотыми глазами, клювом и лапами голубь, летящий вправо с воздетыми и распростертыми крыльями; внизу - серебряная раскрытая книга, поверх нижнего края которой положено в левую перевязь золотое писарское перо.";"Писарское перо является символом письма, подписи, явного выражения мысли и волеизъявления, скрепления, и символизирует всех тех литераторов, которые проживали и проживают в настоящее время в Переделкино. Об этом же символизирует и раскрытая книга. Начатая запись на правом листе книги символизирует о начале новой страницы в истории поселения. Голубь символ Бога-духа, символизирует о начале новой страницы в истории поселения. Лазурь - символ чести, благородства, духовности и возвышенных устремлений. Серебро - символ чистоты, ясности, открытости. Золото - символ вечной ценности, величия, великодушия, богатства.";"881466628";
"38";"Флаг поселения Внуковское в городе Москве";"Флаг";"54594864-ab1b-4192-863a-7cfe9b2ac26b";"Прямоугольное голубое полотнище с соотношением ширины к длине 2:3 в середине которого белыми, серыми, желтыми и оранжевым цветами изображены фигуры из герба поселения: раскрытая книга с лежащим на ней пером и летящий и летящий вверху голубь.";"Писарское перо является символом письма, подписи, явного выражения мысли и волеизъявления, скрепления, и символизирует всех тех литераторов, которые проживали и проживают в настоящее время в Переделкино. Об этом же символизирует и раскрытая книга. Начатая запись на правом листе книги символизирует о начале новой страницы в истории поселения. Голубь символ Бога-духа, символизирует о начале новой страницы в истории поселения. Лазурь - символ чести, благородства, духовности и возвышенных устремлений. Серебро - символ чистоты, ясности, открытости. Золото - символ весной ценности, величия, великодушия, богатства. Примененные во флаге цвета символизируют:
Голубой - символ чести, благородства, духовности и возвышенных устремлений. Белый цвет (серебро) - символ чистоты, ясности и открытости. Желтый цвет (золото) - символ высшей ценности, величия, великодушия, богатства.";"881466669";
"39";"Герб муниципального округа Южнопортовый в городе Москве";"Герб";"b82b93e2-02e8-4208-890c-d94f0b933302";"В рассеченном червленом и зеленом поле тонкое пониженное узкое серебряное, вызубренное внутрь в один широкий зубец и заполненное лазурью, стропило. Сопровождаемое: в червлении - золотым руном, в зелени - золотой дубовой ветвью с тремя листами, положенными веерообразно, и двумя желудями ниже листьев, в лазури - золотым адмиралтейским якорем.";"Золотые шкура барана и ветвь дуба символизируют местности Кожухово и Дубровку, составляющие территорию современного муниципального округа Южнопортовый. Деревни Кожухово и Дубровка, известные с XIV века, вошли в состав города Москвы в 1917 и 1923 годах. Стропило, подобное шанцам, как символ укрепления, указывает на важную историческую роль Старого Симонова монастыря в деле защиты южных рубежей Москвы от набегов кочевников. Южный речной порт, давший наименование муниципальному округу Южнопортовый, аллегорически показан золотым якорем - символом судоходства, стабильности, непоколебимости, надежды, удачи. Примененные в гербе цвета символизируют: Червлень - символ храбрости, мужества, неустрашимости, великодушия, любви, огня, теплоты и животворных сил. Лазурь - символ мира, искренности, чести, славы, преданности, истины и добродетели. Зеленый - символ жизни, молодости, природы, роста. Серебро - символ чистоты, невинности, верности, надежности и доброты. Золото - символ солнечной энергии, богатства, силы, устойчивости и процветания.";"881466696";
"40";"Флаг муниципального округа Южнопортовый в городе Москве";"Флаг";"85c7000b-83dc-49d7-9ebc-22be7835b616";"Прямоугольное двухстороннее полотнище с отношением ширины к длине 2:3, воспроизводящее фигуры из герба муниципального округа Южнопортовый, выполненные, красным, зеленым, синим, желтым и белым цветом.";"Флаг муниципального округа Южнопортовый создан на основе герба муниципального округа Южнопортовый и повторяет его символику. Желтые (золотые) шкура барана и ветвь дуба символизируют местности Кожухово и Дубровку, составляющие территорию современного муниципального округа Южнопортовый. Деревни Кожухово и Дубровка, известные с XIV века, вошли в состав города Москвы в 1917 и 1923 годах. Стропило, подобное шанцам, как символ укрепления, указывает на важную историческую роль Старого Симонова монастыря в деле защиты южных рубежей Москвы от набегов кочевников. Южный речной порт, давший наименование муниципальному округу Южнопортовый, аллегорически показан золотым якорем - символом судоходства, стабильности, непоколебимости, надежды, удачи. Примененные в гербе цвета символизируют: Красный - символ храбрости, мужества, неустрашимости, великодушия, любви, огня, теплоты и животворных сил. Синий - символ мира, искренности, чести, славы, преданности, истины и добродетели. Зеленый - символ жизни, молодости, природы, роста. Белый (серебро) - символ чистоты, невинности, верности, надежности и доброты. Желтый (золото) - символ солнечной энергии, богатства, силы, устойчивости и процветания.";"881466715";
"41";"Герб поселения Десеновское в городе Москве";"Герб";"ebbbd44e-433a-463b-b520-8933bc875b62";"В щите пересеченном узким серебряным поясом на лазурь лазурь и червлень, две золотые шпаги накрест, дужками гард вверх с таковыми же темляками, поверх шпаг - золотой гренадерский кивер.";"В гербе отражены географические и исторические особенности поселения Десеновское. Золотые русские кивер и шпаги накрест напоминают об успешном арьергардном бое полков генерала М.А.Милорадовича с французским корпусом маршала Бесьера в сентябре 1812 года у Деревни Десна, в результате которого стал возможен знаменитый Кутузовский Тарутинский маневр, во многом определивший победу российского народа в Отечественной войне 1812 года. Также кивер показывает расположенный на территории муниципального образования военный городок, с которым связаны судьбы нескольких поколений военнослужащих. Серебряная полоса символизирует старую Калужскую дорогу и старинное занятие жителей - извоз. Серебро - символ чистоты, совершенства, мира и взаимопонимания. Лазурь - символ чести, благородства, духовности в гербе также указывает на реку Десну, по имени которой названо поселение. Красный цвет - символ мужества, воинской доблести, силы, труда, красоты.";"881466775";
"42";"Флаг поселения Десеновское в городе Москве";"Флаг";"8466da35-6801-41a9-a71e-04b60408accb";"Флаг поселения Десеновское представляет собой прямоугольное полотнище с отношением ширины к длине 2:3, разделенное по горизонтали на три полосы: голубую, белую и красную; в центре полотнища желтый кивер и две шпаги из герба поселения.";"Флаг поселения Десеновское разработан на основе герба поселения Десеновское, в котором отражены географические и исторические особенности поселения. Золотые русские кивер и шпаги накрест напоминают об успешном арьергардном бое полков генерала М.А. Милорадовича с французским корпусом маршала Бесьера в сентябре 1812 года у Деревни Десна, в результате которого стал возможен знаменитый Кутузовский Тарутинский маневр, во многом определивший победу российского народа в Отечественной войне 1812 года. Кивер также показывает расположенный на территории муниципального образования военный городок, с которым связаны судьбы нескольких поколений военнослужащих. Белая полоса символизирует старую Калужскую дорогу и старинное занятие жителей - извоз. Белый цвет (серебро) - символ чистоты, совершенства, мира и взаимопонимания. Голубой цвет - символ чести, благородства, духовности в гербе также указывает на реку Десну, по имени которой названо поселение. Красный цвет - символ мужества, воинской доблести, силы, труда, красоты.";"881466843";
